SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls,saleYear,saleMonth,saleDay,saleDayOfWeek,saleDayOfYear
1139501,7500,1048655,9569,121,3,1999,1971,Medium,963,963,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Idaho,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1167234,75000,402121,3863,121,3,1999,13571,High,972G,972,G,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,New Jersey,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1146723,26000,1011111,19364,121,3,2005,205,Low,ME5003ZT,ME5003,ZT,,,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,36 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1164556,19500,1049588,8987,121,3,1000,0,,D155,D155,,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Minnesota,TTT,Track Type Tractors,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2006,12,14,3,348
1160544,31000,1036313,493,121,3,1995,9261,Medium,PC400LC5,PC400,,LC,5,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1171938,13500,1061650,43,121,3,1000,10925,Medium,416II,416,,II,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,West Virginia,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2006,12,14,3,348
1168637,7500,1043409,18670,121,3,2001,1094,Medium,SL4835DXT,SL4835,DXT,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,New York,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1153993,24000,1050684,9055,121,3,1995,2981,Low,PC300,PC300,,,,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1144472,88000,1066499,22805,121,3,2004,919,Medium,EC210BLC,EC210,B,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Iowa,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1155421,6500,1016376,9552,121,3,1000,476,Low,773,773,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Georgia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1143355,13000,1038024,18604,121,3,2003,1449,High,CTL60,CTL60,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Minnesota,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,,2006,12,14,3,348
1151959,15500,1042087,4879,121,3,1991,1181,Low,TD15C,TD15,C,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Alabama,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2006,12,14,3,348
1160113,63000,1028723,3357,121,3,1990,0,,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Alabama,MG,Motor Graders,No,EROPS,,,,,Powershift,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,,2006,12,14,3,348
1164248,29000,373596,13398,121,3,2004,642,Medium,305CR,305,,,CR,Mini,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1163190,19000,877674,2751,121,3,1991,4710,Low,D4CII,D4,C,II,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Colorado,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,2006,12,14,3,348
1165664,79000,1010418,13310,121,3,2004,1710,Medium,CX225SR,CX225,SR,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,None or Unspecified,Double,,,,,,2006,12,14,3,348
1156627,35000,1025005,3357,121,3,1977,691,Low,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Alabama,MG,Motor Graders,No,OROPS,,,,,Powershift,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"15.5""",,,,,,,,,,,,,,,,2006,12,14,3,348
1155456,93000,61721,1169,121,3,2004,2358,High,320CL,320,C,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,"9' 6""",Manual,None or Unspecified,Double,,,,,,2006,12,14,3,348
1143075,15500,759021,13391,121,3,2004,530,Medium,301.8,301.8,,,,Mini,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,Yes,Double,,,,,,2006,12,14,3,348
1151389,30000,1050460,11823,121,3,1995,6330,Medium,70ZIV,70,Z,IV,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1140593,11000,1058760,9049,121,3,1000,0,,PC220,PC220,,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1141501,106000,802762,1169,121,3,2005,1814,High,320CL,320,C,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,Manual,Yes,Double,,,,,,2006,12,14,3,348
1172332,20500,1032798,17287,121,3,2004,285,Low,B300,B300,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Ohio,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Hydrostatic,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2006,12,14,3,348
1170380,24500,1018560,19365,121,3,2004,0,,ME6003,ME6003,,,,Mini,"Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,36 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1142983,24500,137043,3538,121,3,1999,2189,Low,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,Street,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2006,12,14,3,348
1171847,38000,604752,1596,121,3,1999,0,,D5MLGP,D5,M,,LGP,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,,2006,12,14,3,348
1163522,58000,1062220,3893,121,3,1000,2047,Low,992C,992,C,,,Large,Wheel Loader - 500.0 to 1000.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1145849,20500,1042972,15875,121,3,2001,720,Low,2.14E+06,214,E,4,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,South Carolina,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2006,12,14,3,348
1151465,57000,1047731,3878,121,3,1993,0,,980F,980,F,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1152388,44000,1045968,3877,121,3,1000,4697,Low,980C,980,C,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1153650,63000,1044883,3856,121,3,1988,13326,Medium,966E,966,E,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,Kansas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1156120,9500,244898,7026,121,3,2003,5441,High,262,262,,,,,Skid Steer Loader - 2701.0+ Lb Operating Capacity,Iowa,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1167826,41000,1000286,3357,121,3,1987,9157,Medium,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Alabama,MG,Motor Graders,No,OROPS,,,,,Powershift,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,"15.5""",,,,,,,,,,,,,,,,2006,12,14,3,348
1150308,14000,1006608,2751,121,3,1993,13544,High,D4CII,D4,C,II,,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Maryland,TTT,Track Type Tractors,,EROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2006,12,14,3,348
1163960,26000,1046388,4124,121,3,1000,3770,Low,D6D,D6,D,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Pennsylvania,TTT,Track Type Tractors,,EROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Angle,None or Unspecified,,,2006,12,14,3,348
1162300,5500,1063958,3112,121,3,1998,7604,High,1845C,1845,C,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1146624,54000,24533,77,121,3,1994,9252,Medium,950FII,950,F,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1144731,16000,1009286,24182,121,3,1000,5586,Low,926,926,,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,17.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1169788,14000,1046760,5527,121,3,1000,1546,Medium,863G,863,G,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Minnesota,SSL,Skid Steer Loaders,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1152342,11500,1010154,19327,121,3,2004,304,Low,2054,2054,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,Nevada,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1151684,29000,1034818,4775,121,3,1988,0,,670B,670,B,,,,Motorgrader - 45.0 to 130.0 Horsepower,Alabama,MG,Motor Graders,No,EROPS,,,,,Powershift,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,,2006,12,14,3,348
1152491,18000,689448,3409,121,3,2005,64,Low,226B,226,B,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1159290,25000,1030918,4107,121,3,1000,6683,Medium,D4H,D4,H,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Wisconsin,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,2006,12,14,3,348
1160011,26000,138549,3538,121,3,2000,2737,Medium,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Georgia,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,Reversible,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2006,12,14,3,348
1172939,35000,1022406,3350,121,3,1000,0,,120G,120,G,,,,Motorgrader - 45.0 to 130.0 Horsepower,Missouri,MG,Motor Graders,No,EROPS,,,,,Powershift,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,Sideshift & Tip,None or Unspecified,,,,,,,,,,,,,,,,2006,12,14,3,348
1169041,14500,1021348,17282,121,3,2005,160,Low,B100,B100,,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Ohio,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Hydrostatic,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2006,12,14,3,348
1139519,52000,1030896,1192,121,3,1998,4841,Low,322BL,322,B,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Minnesota,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1147593,31500,294682,13824,121,3,1998,3911,Medium,D5CIIIXL,D5,C,III,XL,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Maryland,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,,2006,12,14,3,348
1163398,107000,406478,3863,121,3,2001,7226,Medium,972G,972,G,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,New Jersey,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1145917,17000,1050924,963,121,3,1000,0,,570LXT,570,L,,XT,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Texas,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1150943,41000,1065093,4753,121,3,1995,9072,Medium,644G,644,G,,,Medium,Wheel Loader - 175.0 to 200.0 Horsepower,Alabama,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1139664,6500,1003016,6633,121,3,2000,0,,1840,1840,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1149156,57000,1044409,5246,121,3,1998,18391,High,D155AX,D155,AX,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Florida,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,2006,12,14,3,348
1169798,33000,1006041,3893,121,3,1983,0,,992C,992,C,,,Large,Wheel Loader - 500.0 to 1000.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1162745,14500,1039310,7267,121,3,1000,5347,Low,930,930,,,,,Wheel Loader - 100.0 to 110.0 Horsepower,Florida,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1157376,31000,1066745,3893,121,3,1000,12719,Low,992C,992,C,,,Large,Wheel Loader - 500.0 to 1000.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1156737,26000,1059202,4123,121,3,1000,0,,D6C,D6,C,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",West Virginia,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2006,12,14,3,348
1172563,59000,1020267,11906,121,3,1000,7213,Low,D375A,D375,A,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Florida,TTT,Track Type Tractors,,EROPS w AC,,,,,,,,,,,Standard,,,,,,,,,,,,,,,,,No,2 Pedal,,,2006,12,14,3,348
1159861,13000,136574,7043,121,3,2001,2556,High,303.5,303.5,,,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,Yes,Double,,,,,,2006,12,14,3,348
1168450,70000,657590,3863,121,3,2002,25224,High,972G,972,G,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Montana,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,3 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Limited Slip,Conventional,2006,12,14,3,348
1168418,30500,1029440,4147,121,3,1000,0,,D8K,D8,K,,,Large,"Track Type Tractor, Dozer - 260.0 + Horsepower",Alabama,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,Straight,None or Unspecified,,,2006,12,14,3,348
1152506,8500,1001499,12522,121,3,2001,1690,Low,TB016,TB016,,,,Mini,"Hydraulic Excavator, Track - 0.0 to 2.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,18 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1164935,57000,1057223,3357,121,3,1988,23940,High,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Alabama,MG,Motor Graders,No,EROPS,,,,,Powershift,,None or Unspecified,14',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,Tip,None or Unspecified,,,,,,,,,,,,,,,,2006,12,14,3,348
1153108,76000,1047690,11399,121,3,2005,1076,Medium,650JLT,650,J,,LT,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,,2006,12,14,3,348
1166388,103000,237418,75,121,3,2004,1310,Medium,938GII,938,G,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Illinois,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Limited Slip,Conventional,2006,12,14,3,348
1139568,32000,1042687,491,121,3,1996,13582,High,PC400HD-5,PC400,HD,-5,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Maine,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1162909,5000,1032340,17305,121,3,2003,487,Low,MT50,MT50,,,,,Skid Steer Loader - 701.0 to 976.0 Lb Operating Capacity,Oregon,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,,2006,12,14,3,348
1139423,11500,999442,3217,121,3,2003,1788,High,70XT,70,XT,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,,2006,12,14,3,348
1158765,41000,1018885,2160,121,3,2000,6441,High,SK330LC,SK330,,,LC,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",California,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1169611,48000,526911,77,121,3,1994,0,,950FII,950,F,II,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,Manual,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1172725,61000,778783,1623,121,3,2003,6214,High,D6MLGP,D6,M,,LGP,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Florida,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,4 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,Finger Tip,,,2006,12,14,3,348
1142969,20000,1006244,15875,121,3,2001,389,Low,2.14E+06,214,E,4,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,South Carolina,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,2006,12,14,3,348
1156783,12000,1030551,963,121,3,1995,0,,570LXT,570,L,,XT,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Texas,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1166101,52000,1020177,3893,121,3,1988,6994,Low,992C,992,C,,,Large,Wheel Loader - 500.0 to 1000.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1150025,55000,1009456,2323,121,3,2002,6031,High,WA250-3MC,WA250,,-3MC,,,Wheel Loader - 120.0 to 135.0 Horsepower,Texas,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional,2006,12,14,3,348
1163018,15500,1034535,2245,121,3,1990,0,,PC220LC3,PC220,,LC,3,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Alabama,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
1145577,22000,380529,7040,121,3,2005,60,Low,302.5,302.5,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,,2006,12,14,3,348
